rsi_period,overbought,oversold,total_profit_pips,total_profit_currency,num_trades,win_rate,profit_factor,max_drawdown,max_drawdown_pct,score,valid
10,75,15,-12.199999999990549,-12.199999999990546,31,45.16129032258064,0.9557007988380866,78.39999999999668,7.5038284839200085,382.9829032258182,False
7,85,20,-4.399999999988893,-4.399999999988829,37,45.94594594594595,0.9864197530864534,100.99999999998931,10.09999999999893,382.5094594594781,False
7,85,25,-7.199999999984968,-7.1999999999849145,50,46.0,0.983539094650239,97.19999999999686,9.656268627060987,382.2600000000172,False
15,70,25,-9.599999999990004,-9.599999999989976,33,45.45454545454545,0.9670781893004446,89.39999999999509,8.93999999999951,380.715454545468,False
7,85,15,-6.399999999993344,-6.39999999999333,22,45.45454545454545,0.9670781893004448,97.19999999999686,9.669717469160043,379.00545454546335,False
13,70,20,-9.599999999989997,-9.599999999989997,33,45.45454545454545,0.9670781893004446,91.99999999999568,9.03023164507221,378.89545454546754,False
9,80,30,-1.9999999999838423,-1.9999999999838174,54,46.2962962962963,0.9957428693061213,113.39999999999634,11.031128404668793,378.8829629629817,False
16,70,30,0.8000000000122256,0.800000000012254,41,46.34146341463415,1.0022446689113698,119.19999999999345,11.889088370236722,378.72463414635826,True
17,75,30,-6.3999999999933195,-6.399999999993334,22,45.45454545454545,0.9670781893004448,102.99999999999386,9.901941934242817,374.94545454546545,False
16,70,25,-17.39999999999167,-17.399999999991667,27,44.44444444444444,0.928395061728427,73.19999999999561,7.3199999999995615,374.4544444444558,False
17,70,35,-7.599999999985528,-7.599999999985528,48,45.83333333333333,0.9819563152896819,105.59999999999422,9.808656882778505,374.41333333335183,False
